2009-10-07 9:44,2009-10-07 22:44,PowerFactor
2009-10-08 8:59,2009-10-08 9:14,PowerFactor
2009-10-08 9:44,2009-10-08 22:14,PowerFactor
2009-10-09 10:29,2009-10-09 23:14,PowerFactor
2009-10-10 12:29,2009-10-10 12:44,PowerFactor
2009-10-10 13:59,2009-10-10 14:14,PowerFactor
2009-10-10 14:44,2009-10-10 15:29,PowerFactor
2009-10-10 17:44,2009-10-10 17:59,PowerFactor
2009-10-10 18:29,2009-10-10 18:44,PowerFactor
2009-10-10 20:44,2009-10-10 21:44,PowerFactor
2009-10-10 22:14,2009-10-10 22:44,PowerFactor
2009-10-11 9:59,2009-10-11 10:14,PowerFactor
2009-10-11 16:14,2009-10-11 17:44,PowerFactor
2009-10-12 9:59,2009-10-12 21:44,PowerFactor
2009-10-13 10:14,2009-10-13 11:59,PowerFactor
2009-10-13 12:59,2009-10-13 14:59,PowerFactor
2009-10-13 15:29,2009-10-13 19:29,PowerFactor
2009-10-13 19:59,2009-10-13 20:14,PowerFactor
2009-10-13 20:29,2009-10-13 22:14,PowerFactor
2009-10-14 10:29,2009-10-14 10:44,PowerFactor
2009-10-14 11:14,2009-10-14 14:14,PowerFactor
2009-10-14 14:44,2009-10-14 19:59,PowerFactor
2009-10-14 20:29,2009-10-14 22:14,PowerFactor
2009-10-15 9:44,2009-10-15 22:29,PowerFactor
2009-10-16 8:59,2009-10-16 9:14,PowerFactor
2009-10-16 9:44,2009-10-16 23:45,PowerFactor
2009-10-17 9:44,2009-10-17 23:14,PowerFactor
2009-10-18 9:44,2009-10-18 22:29,PowerFactor
2009-10-19 9:44,2009-10-19 12:14,DATACHECK
2009-10-19 9:44,2009-10-19 12:14,DATACHECK
2009-10-19 9:45,2009-10-19 12:14,DATACHECK
2009-10-19 9:44,2009-10-19 12:14,DATACHECK
2009-10-19 9:44,2009-10-19 12:14,DATACHECK
2009-10-19 9:44,2009-10-19 12:14,DATACHECK
2009-10-19 9:44,2009-10-19 12:14,DATACHECK
2009-10-19 9:44,2009-10-19 12:14,DATACHECK
2009-10-19 9:44,2009-10-19 12:14,DATACHECK
2009-10-19 9:44,2009-10-19 12:15,DATACHECK
2009-10-19 12:14,2009-10-19 16:14,DeltaT2CoolingZoneInSpec
2009-10-19 16:14,2009-10-19 16:29,DeltaT2CoolingZoneNotSpec
2009-10-19 16:29,2009-10-19 22:14,DeltaT2CoolingZoneInSpec
2009-10-19 21:44,2009-10-19 22:14,RuntimeExcessive
2009-10-19 9:14,2009-10-19 22:29,PowerFactor
2009-10-20 6:44,2009-10-20 6:59,PowerFactor
2009-10-20 10:44,2009-10-20 14:14,DeltaT2CoolingZoneInSpec
2009-10-20 14:14,2009-10-20 14:29,DeltaT2CoolingZoneNotSpec
2009-10-20 14:29,2009-10-20 15:14,DeltaT2CoolingZoneInSpec
2009-10-20 15:14,2009-10-20 15:29,DeltaT2CoolingZoneNotSpec
2009-10-20 15:29,2009-10-20 15:44,DeltaT2CoolingZoneInSpec
2009-10-20 15:44,2009-10-20 15:59,DeltaT2CoolingZoneNotSpec
2009-10-20 15:59,2009-10-20 16:44,DeltaT2CoolingZoneInSpec
2009-10-20 16:44,2009-10-20 17:14,DeltaT2CoolingZoneNotSpec
2009-10-20 7:44,2009-10-20 17:14,PowerFactor
2009-10-20 17:21,2009-10-20 17:59,DATACHECK
2009-10-20 17:29,2009-10-20 22:44,PowerFactor
2009-10-21 21:44,2009-10-21 22:14,RuntimeExcessive
2009-10-21 9:29,2009-10-21 22:14,PowerFactor
2009-10-22 9:44,2009-10-22 22:14,PowerFactor
2009-10-23 9:44,2009-10-23 23:14,PowerFactor
2009-10-24 9:44,2009-10-24 23:14,PowerFactor
2009-10-25 9:44,2009-10-25 22:14,PowerFactor
2009-10-26 9:44,2009-10-26 22:14,PowerFactor
2009-10-27 9:44,2009-10-27 22:14,PowerFactor
2009-10-28 9:44,2009-10-28 22:14,PowerFactor
2009-10-28 22:29,2009-10-28 22:45,PowerFactor
2009-10-29 9:14,2009-10-29 9:29,PowerFactor
2009-10-29 9:44,2009-10-29 22:14,PowerFactor
2009-10-30 9:44,2009-10-30 23:14,PowerFactor
2009-10-31 9:44,2009-10-31 23:14,PowerFactor
2009-10-31 23:29,2009-10-31 23:44,PowerFactor
2009-11-01 0:59,2009-11-01 1:59,DATACHECK
2009-11-01 0:59,2009-11-01 1:59,DATACHECK
2009-11-01 0:59,2009-11-01 1:59,DATACHECK
2009-11-01 0:59,2009-11-01 1:59,DATACHECK
2009-11-01 0:59,2009-11-01 1:59,DATACHECK
2009-11-01 0:59,2009-11-01 1:59,DATACHECK
2009-11-01 0:59,2009-11-01 1:59,DATACHECK
2009-11-01 0:59,2009-11-01 1:59,DATACHECK
2009-11-01 0:59,2009-11-01 1:59,DATACHECK
2009-11-01 0:59,2009-11-01 1:59,DATACHECK
2009-11-01 9:44,2009-11-01 22:14,PowerFactor
2009-11-01 22:30,2009-11-01 22:44,PowerFactor
2009-11-02 9:44,2009-11-02 22:14,PowerFactor
2009-11-03 11:29,2009-11-03 22:14,DeltaT2CoolingZoneInSpec
2009-11-03 9:44,2009-11-03 22:29,PowerFactor
2009-11-04 9:44,2009-11-04 22:14,PowerFactor
2009-11-04 10:44,2009-11-04 22:14,DeltaT2CoolingZoneInSpec
2009-11-04 21:59,2009-11-04 22:14,RuntimeExcessive
2009-11-05 9:39,2009-11-05 17:24,NOCOMMS
2009-11-05 19:14,2009-11-05 21:29,DATACHECK
2009-11-05 19:14,2009-11-05 21:29,DATACHECK
2009-11-05 19:14,2009-11-05 21:29,DATACHECK
2009-11-05 19:14,2009-11-05 21:29,DATACHECK
2009-11-05 19:14,2009-11-05 21:29,DATACHECK
2009-11-05 19:15,2009-11-05 21:29,DATACHECK
2009-11-05 19:14,2009-11-05 21:29,DATACHECK
2009-11-05 19:14,2009-11-05 21:29,DATACHECK
2009-11-05 19:14,2009-11-05 21:30,DATACHECK
2009-11-05 19:14,2009-11-05 21:30,DATACHECK
2009-11-05 10:44,2009-11-05 22:14,DeltaT2CoolingZoneInSpec
2009-11-05 21:59,2009-11-05 22:14,RuntimeExcessive
2009-11-05 8:59,2009-11-05 22:44,PowerFactor
2009-11-06 8:45,2009-11-06 8:59,PowerFactor
2009-11-06 10:44,2009-11-06 12:59,DeltaT2CoolingZoneInSpec
2009-11-06 12:59,2009-11-06 13:59,DeltaT2CoolingZoneNotSpec
2009-11-06 13:59,2009-11-06 14:14,DeltaT2CoolingZoneInSpec
2009-11-06 14:14,2009-11-06 18:44,DeltaT2CoolingZoneNotSpec
2009-11-06 18:44,2009-11-06 23:14,DeltaT2CoolingZoneInSpec
2009-11-06 21:59,2009-11-06 23:14,RuntimeExcessive
2009-11-06 9:15,2009-11-06 23:44,PowerFactor
2009-11-07 10:44,2009-11-07 13:59,DeltaT2CoolingZoneInSpec
2009-11-07 13:59,2009-11-07 14:14,DeltaT2CoolingZoneNotSpec
2009-11-07 14:14,2009-11-07 14:59,DeltaT2CoolingZoneInSpec
2009-11-07 14:59,2009-11-07 15:29,DeltaT2CoolingZoneNotSpec
2009-11-07 15:29,2009-11-07 15:44,DeltaT2CoolingZoneInSpec
2009-11-07 15:44,2009-11-07 17:14,DeltaT2CoolingZoneNotSpec
2009-11-07 17:14,2009-11-07 17:29,DeltaT2CoolingZoneInSpec
2009-11-07 17:29,2009-11-07 17:44,DeltaT2CoolingZoneNotSpec
2009-11-07 17:44,2009-11-07 18:59,DeltaT2CoolingZoneInSpec
2009-11-07 18:59,2009-11-07 19:14,DeltaT2CoolingZoneNotSpec
2009-11-07 19:14,2009-11-07 19:59,DeltaT2CoolingZoneInSpec
2009-11-07 19:59,2009-11-07 20:14,DeltaT2CoolingZoneNotSpec
2009-11-07 20:14,2009-11-07 23:14,DeltaT2CoolingZoneInSpec
2009-11-07 21:44,2009-11-07 23:14,RuntimeExcessive
2009-11-07 9:44,2009-11-07 23:44,PowerFactor
2009-11-07 23:31,2009-11-08 0:45,DATACHECK
2009-11-08 10:44,2009-11-08 12:44,DeltaT2CoolingZoneInSpec
2009-11-08 12:44,2009-11-08 14:14,DeltaT2CoolingZoneNotSpec
2009-11-08 14:14,2009-11-08 14:29,DeltaT2CoolingZoneInSpec
2009-11-08 14:29,2009-11-08 16:59,DeltaT2CoolingZoneNotSpec
2009-11-08 16:59,2009-11-08 17:14,DeltaT2CoolingZoneInSpec
2009-11-08 17:14,2009-11-08 17:44,DeltaT2CoolingZoneNotSpec
2009-11-08 17:44,2009-11-08 17:59,DeltaT2CoolingZoneInSpec
2009-11-08 17:59,2009-11-08 18:14,DeltaT2CoolingZoneNotSpec
2009-11-08 18:14,2009-11-08 22:14,DeltaT2CoolingZoneInSpec
2009-11-08 21:59,2009-11-08 22:14,RuntimeExcessive
2009-11-08 9:44,2009-11-08 22:44,PowerFactor
2009-11-09 10:44,2009-11-09 22:14,DeltaT2CoolingZoneInSpec
2009-11-09 21:59,2009-11-09 22:14,RuntimeExcessive
2009-11-09 23:29,2009-11-10 2:14,DeltaT2CoolingZoneInSpec
2009-11-09 9:44,2009-11-10 2:14,PowerFactor
2009-11-10 6:14,2009-11-10 6:44,PowerFactor
2009-11-10 7:44,2009-11-10 7:59,PowerFactor
2009-11-10 21:59,2009-11-10 22:14,RuntimeExcessive
2009-11-10 10:44,2009-11-10 22:15,DeltaT2CoolingZoneInSpec
2009-11-10 21:59,2009-11-10 22:15,RuntimeExcessive
2009-11-10 8:45,2009-11-10 22:29,PowerFactor
2009-11-11 10:44,2009-11-11 22:14,DeltaT2CoolingZoneInSpec
2009-11-11 21:59,2009-11-11 22:14,RuntimeExcessive
2009-11-11 21:59,2009-11-11 22:14,RuntimeExcessive
2009-11-11 9:44,2009-11-11 22:44,PowerFactor
2009-11-12 10:44,2009-11-12 22:14,DeltaT2CoolingZoneInSpec
2009-11-12 21:59,2009-11-12 22:14,RuntimeExcessive
2009-11-12 9:44,2009-11-12 22:29,PowerFactor
2009-11-13 8:59,2009-11-13 9:14,PowerFactor
2009-11-13 10:44,2009-11-13 23:14,DeltaT2CoolingZoneInSpec
2009-11-13 21:44,2009-11-13 23:14,RuntimeExcessive
2009-11-13 21:59,2009-11-13 23:14,RuntimeExcessive
2009-11-13 9:29,2009-11-13 23:29,PowerFactor
2009-11-13 17:47,2009-11-14 0:02,NOCOMMS
2009-11-14 11:44,2009-11-14 13:44,DeltaT1CoolingZoneInSpec
2009-11-14 14:44,2009-11-14 21:59,DeltaT2CoolingZoneInSpec
2009-11-14 23:00,2009-11-14 23:14,DeltaT1CoolingZoneInSpec
2009-11-14 9:44,2009-11-14 23:14,PowerFactor
2009-11-15 10:30,2009-11-15 10:44,PowerFactor
2009-11-15 11:14,2009-11-15 14:59,PowerFactor
2009-11-15 15:14,2009-11-15 17:14,PowerFactor
2009-11-15 17:59,2009-11-15 20:15,PowerFactor
2009-11-15 20:45,2009-11-15 22:14,PowerFactor
2009-11-16 12:44,2009-11-16 12:59,DeltaT1CoolingZoneInSpec
2009-11-16 11:44,2009-11-16 14:44,PowerFactor
2009-11-16 15:59,2009-11-16 16:45,DeltaT1CoolingZoneInSpec
2009-11-16 15:38,2009-11-16 17:38,NOCOMMS
2009-11-16 15:00,2009-11-16 18:14,PowerFactor
2009-11-15 17:59,2009-11-16 18:14,OSLReadingsLow
2009-11-16 18:44,2009-11-16 20:44,PowerFactor
2009-11-16 21:30,2009-11-16 22:14,PowerFactor
2009-11-17 12:14,2009-11-17 13:29,DeltaT1CoolingZoneInSpec
2009-11-17 14:29,2009-11-17 19:59,DeltaT2CoolingZoneInSpec
2009-11-17 9:59,2009-11-17 22:14,PowerFactor
2009-11-18 13:14,2009-11-18 18:14,DeltaT2CoolingZoneInSpec
2009-11-18 11:15,2009-11-18 19:59,PowerFactor
2009-11-18 20:29,2009-11-18 22:14,PowerFactor
2009-11-19 10:14,2009-11-19 10:29,PowerFactor
2009-11-19 15:14,2009-11-19 15:44,DeltaT1CoolingZoneInSpec
2009-11-19 16:59,2009-11-19 17:44,DeltaT2CoolingZoneInSpec
2009-11-19 10:59,2009-11-19 20:29,PowerFactor
2009-11-19 20:44,2009-11-19 22:15,PowerFactor
2009-11-20 11:59,2009-11-20 13:14,DeltaT1CoolingZoneInSpec
2009-11-20 15:43,2009-11-20 16:18,NOCOMMS
2009-11-20 14:29,2009-11-20 17:59,DeltaT2CoolingZoneInSpec
2009-11-20 9:59,2009-11-20 23:14,PowerFactor
2009-11-21 9:44,2009-11-21 23:14,PowerFactor
2009-11-22 9:45,2009-11-22 22:14,PowerFactor
2009-11-23 9:44,2009-11-23 22:14,PowerFactor
2009-11-24 9:44,2009-11-24 22:14,PowerFactor
2009-11-25 9:45,2009-11-25 22:14,PowerFactor
2009-11-26 9:44,2009-11-26 22:14,PowerFactor
2009-11-27 9:44,2009-11-27 23:15,PowerFactor
2009-11-28 9:44,2009-11-28 23:14,PowerFactor
2009-11-29 9:44,2009-11-29 22:14,PowerFactor
2009-11-30 9:44,2009-11-30 22:14,PowerFactor
2009-12-01 9:44,2009-12-01 22:14,PowerFactor
2009-12-02 9:45,2009-12-02 22:14,PowerFactor
2009-12-03 9:44,2009-12-03 22:14,PowerFactor
2009-12-04 13:33,2009-12-04 15:33,NOCOMMS
2009-12-04 9:44,2009-12-04 23:14,PowerFactor
2009-12-05 9:44,2009-12-05 23:14,PowerFactor
2009-12-06 9:44,2009-12-06 22:14,PowerFactor
2009-12-07 9:44,2009-12-07 22:14,PowerFactor
2009-12-07 1:29,2009-12-08 1:59,OSLReadingsLow
2009-12-10 9:44,2009-12-10 9:59,HvacZoneNearFreezing
2009-12-15 22:32,2009-12-15 23:44,DATACHECK
2009-12-17 8:09,2009-12-17 9:39,NOCOMMS
2009-12-18 9:32,2009-12-18 10:44,DATACHECK
2009-12-19 1:34,2009-12-19 5:44,NOCOMMS
2009-12-24 7:36,2009-12-24 13:21,NOCOMMS
2009-12-25 8:50,2009-12-25 9:29,DATACHECK
2009-12-25 8:50,2009-12-25 9:29,DATACHECK
2010-01-05 17:29,2010-01-05 21:19,NOCOMMS
2010-01-12 13:31,2010-01-12 16:36,NOCOMMS
2010-01-14 9:57,2010-01-14 15:32,NOCOMMS
2010-01-20 1:37,2010-01-20 5:37,NOCOMMS
2010-01-24 22:31,2010-01-24 23:30,DATACHECK
2010-02-09 5:44,2010-02-09 11:24,NOCOMMS
2010-02-11 23:31,2010-02-12 2:36,NOCOMMS
2010-02-12 15:59,2010-02-12 17:59,DeltaT1CoolingZoneInSpec
2010-02-12 20:14,2010-02-12 20:59,DeltaT1CoolingZoneInSpec
2010-02-13 14:59,2010-02-13 15:14,DeltaT1CoolingZoneInSpec
2010-02-13 19:14,2010-02-13 20:14,DeltaT1CoolingZoneInSpec
2010-02-13 23:21,2010-02-14 7:21,NOCOMMS
2010-02-16 19:27,2010-02-17 5:43,NOCOMMS
2010-02-17 16:59,2010-02-17 17:59,DeltaT1CoolingZoneInSpec
2010-02-18 13:59,2010-02-18 15:14,DeltaT1CoolingZoneInSpec
2010-02-18 18:29,2010-02-18 18:59,DeltaT1CoolingZoneInSpec
2010-02-19 9:31,2010-02-19 10:29,DATACHECK
2010-02-20 23:29,2010-02-21 7:24,NOCOMMS
2010-02-27 13:45,2010-02-27 13:59,DeltaT1CoolingZoneInSpec
2010-02-27 14:59,2010-02-27 19:44,DeltaT2CoolingZoneInSpec
2010-02-27 23:00,2010-02-27 23:15,DeltaT1CoolingZoneInSpec
2010-02-28 15:59,2010-02-28 20:59,DeltaT1CoolingZoneInSpec
2010-02-28 21:15,2010-02-28 21:29,DeltaT1CoolingZoneInSpec
2010-02-28 21:44,2010-02-28 21:59,DeltaT1CoolingZoneInSpec
2010-03-02 15:59,2010-03-02 19:29,DeltaT2CoolingZoneInSpec
2010-03-03 16:29,2010-03-03 18:59,DeltaT2CoolingZoneInSpec
2010-03-03 20:44,2010-03-03 21:59,DeltaT1CoolingZoneInSpec
2010-03-04 11:25,2010-03-04 13:25,NOCOMMS
2010-03-04 13:44,2010-03-04 14:59,DeltaT1CoolingZoneInSpec
2010-03-04 15:59,2010-03-04 19:44,DeltaT2CoolingZoneInSpec
2010-03-04 21:44,2010-03-04 21:59,DeltaT2CoolingZoneInSpec
2010-03-05 11:59,2010-03-05 12:15,DeltaT1CoolingZoneInSpec
2010-03-05 13:14,2010-03-05 23:14,DeltaT2CoolingZoneInSpec
2010-03-06 12:59,2010-03-06 23:29,DeltaT2CoolingZoneInSpec
2010-03-07 13:59,2010-03-07 14:14,DeltaT1CoolingZoneInSpec
2010-03-07 15:44,2010-03-07 19:29,DeltaT2CoolingZoneInSpec
2010-03-07 20:45,2010-03-07 21:14,DeltaT2CoolingZoneInSpec
2010-03-08 12:29,2010-03-08 13:44,DeltaT1CoolingZoneInSpec
2010-03-08 16:29,2010-03-08 18:44,DeltaT1CoolingZoneInSpec
2010-03-09 10:59,2010-03-09 11:14,DeltaT1CoolingZoneInSpec
2010-03-09 11:29,2010-03-09 11:44,DeltaT1CoolingZoneInSpec
2010-03-09 11:59,2010-03-09 13:59,DeltaT1CoolingZoneInSpec
2010-03-09 20:44,2010-03-09 21:59,DeltaT1CoolingZoneInSpec
2010-03-10 16:29,2010-03-10 16:44,DeltaT1CoolingZoneInSpec
2010-03-10 16:59,2010-03-10 18:14,DeltaT1CoolingZoneInSpec
2010-03-10 18:29,2010-03-10 19:44,DeltaT1CoolingZoneInSpec
2010-03-10 19:59,2010-03-10 20:14,DeltaT1CoolingZoneInSpec
2010-03-10 20:44,2010-03-10 21:29,DeltaT1CoolingZoneInSpec
2010-03-10 21:45,2010-03-10 21:59,DeltaT1CoolingZoneInSpec
2010-03-12 16:30,2010-03-12 21:00,DeltaT1CoolingZoneInSpec
2010-03-12 21:14,2010-03-12 21:29,DeltaT1CoolingZoneInSpec
2010-03-12 21:44,2010-03-12 22:14,DeltaT1CoolingZoneInSpec
2010-03-13 15:14,2010-03-13 20:59,DeltaT2CoolingZoneInSpec
2010-03-13 21:59,2010-03-13 22:14,DeltaT1CoolingZoneInSpec
2010-03-13 22:30,2010-03-13 22:44,DeltaT1CoolingZoneInSpec
2010-03-13 22:59,2010-03-13 23:30,DeltaT1CoolingZoneInSpec
2010-03-14 17:14,2010-03-14 22:44,DeltaT1CoolingZoneInSpec
2010-03-15 16:14,2010-03-15 16:44,DeltaT1CoolingZoneInSpec
2010-03-15 20:59,2010-03-15 21:15,DeltaT1CoolingZoneInSpec
2010-03-16 14:29,2010-03-16 22:14,DeltaT2CoolingZoneInSpec
2010-03-17 15:44,2010-03-17 19:59,DeltaT2CoolingZoneInSpec
2010-03-17 21:44,2010-03-17 22:30,DeltaT1CoolingZoneInSpec
2010-03-18 5:41,2010-03-18 7:26,NOCOMMS
2010-03-18 14:44,2010-03-18 22:14,DeltaT2CoolingZoneInSpec
2010-03-21 15:29,2010-03-21 15:44,DeltaT1CoolingZoneInSpec
2010-03-21 16:44,2010-03-21 19:59,DeltaT2CoolingZoneInSpec
2010-03-22 9:26,2010-03-22 11:26,NOCOMMS
2010-03-22 13:30,2010-03-22 14:14,DeltaT1CoolingZoneInSpec
2010-03-22 15:14,2010-03-22 22:14,DeltaT2CoolingZoneInSpec
2010-03-23 13:14,2010-03-23 22:15,DeltaT2CoolingZoneInSpec
2010-03-25 13:44,2010-03-25 13:59,DeltaT1CoolingZoneInSpec
2010-03-25 14:59,2010-03-25 21:14,DeltaT2CoolingZoneInSpec
2010-03-25 22:48,2010-03-26 2:05,NOCOMMS
2010-03-26 14:59,2010-03-26 23:14,DeltaT2CoolingZoneInSpec
2010-03-27 16:00,2010-03-27 16:29,DeltaT1CoolingZoneInSpec
2010-03-27 17:29,2010-03-27 20:29,DeltaT2CoolingZoneInSpec
2010-03-27 22:59,2010-03-27 23:44,DeltaT1CoolingZoneInSpec
2010-03-28 15:29,2010-03-28 22:14,DeltaT2CoolingZoneInSpec
2010-03-29 13:29,2010-03-29 22:44,DeltaT2CoolingZoneInSpec
2010-03-29 22:32,2010-03-29 23:44,DATACHECK
2010-03-30 9:59,2010-03-30 10:29,DeltaT1CoolingZoneInSpec
2010-03-30 11:29,2010-03-30 22:44,DeltaT2CoolingZoneInSpec
2010-03-31 10:59,2010-03-31 22:44,DeltaT2CoolingZoneInSpec
2010-03-31 22:14,2010-03-31 22:44,RuntimeExcessive
2010-04-01 11:14,2010-04-01 22:44,DeltaT2CoolingZoneInSpec
2010-04-01 22:29,2010-04-01 22:44,RuntimeExcessive
2010-04-02 12:44,2010-04-02 22:59,DeltaT2CoolingZoneInSpec
2010-04-03 14:29,2010-04-03 23:45,DeltaT2CoolingZoneInSpec
2010-04-04 14:29,2010-04-04 22:44,DeltaT2CoolingZoneInSpec
2010-04-05 14:29,2010-04-05 14:44,DeltaT2CoolingZoneInSpec
2010-04-05 15:14,2010-04-05 15:45,DeltaT2CoolingZoneInSpec
2010-04-05 16:00,2010-04-05 18:29,DeltaT2CoolingZoneInSpec
2010-04-05 18:44,2010-04-05 18:59,DeltaT2CoolingZoneInSpec
2010-04-05 19:14,2010-04-05 19:29,DeltaT2CoolingZoneInSpec
2010-04-05 11:29,2010-04-05 22:44,DeltaT2CoolingZoneInSpec
